Pass #: 161; Equity: 51,336.78; Profit / Loss: 1,418.20; Balance: 51,336.78; Total Trades: 31; Profit Factor: 2.61; Parameters: multiplier=3, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=100, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 72; Equity: 50,611.12; Profit / Loss: 668.20; Balance: 50,611.12; Total Trades: 23; Profit Factor: 2.52; Parameters: multiplier=6, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 76; Equity: 50,611.12; Profit / Loss: 668.20; Balance: 50,611.12; Total Trades: 23; Profit Factor: 2.52; Parameters: multiplier=6, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 80; Equity: 50,611.12; Profit / Loss: 668.20; Balance: 50,611.12; Total Trades: 23; Profit Factor: 2.52; Parameters: multiplier=6, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 264; Equity: 50,611.12; Profit / Loss: 668.20; Balance: 50,611.12; Total Trades: 23; Profit Factor: 2.52; Parameters: multiplier=6, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 268; Equity: 50,611.12; Profit / Loss: 668.20; Balance: 50,611.12; Total Trades: 23; Profit Factor: 2.52; Parameters: multiplier=6, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 272; Equity: 50,611.12; Profit / Loss: 668.20; Balance: 50,611.12; Total Trades: 23; Profit Factor: 2.52; Parameters: multiplier=6, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 119; Equity: 50,602.25; Profit / Loss: 669.00; Balance: 50,602.25; Total Trades: 27; Profit Factor: 1.97; Parameters: multiplier=5, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 123; Equity: 50,602.25; Profit / Loss: 669.00; Balance: 50,602.25; Total Trades: 27; Profit Factor: 1.97; Parameters: multiplier=5, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 311; Equity: 50,602.25; Profit / Loss: 669.00; Balance: 50,602.25; Total Trades: 27; Profit Factor: 1.97; Parameters: multiplier=5, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 315; Equity: 50,602.25; Profit / Loss: 669.00; Balance: 50,602.25; Total Trades: 27; Profit Factor: 1.97; Parameters: multiplier=5, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 9; Equity: 50,597.31; Profit / Loss: 676.00; Balance: 50,597.31; Total Trades: 34; Profit Factor: 1.88; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 201; Equity: 50,597.31; Profit / Loss: 676.00; Balance: 50,597.31; Total Trades: 33; Profit Factor: 1.88; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 205; Equity: 50,597.31; Profit / Loss: 676.00; Balance: 50,597.31; Total Trades: 34; Profit Factor: 1.88; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 87; Equity: 50,593.37; Profit / Loss: 664.20; Balance: 50,593.37; Total Trades: 28; Profit Factor: 1.98; Parameters: multiplier=5, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 91; Equity: 50,593.37; Profit / Loss: 664.20; Balance: 50,593.37; Total Trades: 28; Profit Factor: 1.98; Parameters: multiplier=5, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 279; Equity: 50,593.37; Profit / Loss: 664.20; Balance: 50,593.37; Total Trades: 28; Profit Factor: 1.98; Parameters: multiplier=5, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 283; Equity: 50,593.37; Profit / Loss: 664.20; Balance: 50,593.37; Total Trades: 28; Profit Factor: 1.98; Parameters: multiplier=5, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 69; Equity: 50,590.32; Profit / Loss: 673.20; Balance: 50,590.32; Total Trades: 33; Profit Factor: 1.79; Parameters: multiplier=3, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=70, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 41; Equity: 50,558.32; Profit / Loss: 637.00; Balance: 50,558.32; Total Trades: 33; Profit Factor: 1.70; Parameters: multiplier=3, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 45; Equity: 50,558.32; Profit / Loss: 637.00; Balance: 50,558.32; Total Trades: 32; Profit Factor: 1.70; Parameters: multiplier=3, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 49; Equity: 50,558.32; Profit / Loss: 637.00; Balance: 50,558.32; Total Trades: 32; Profit Factor: 1.70; Parameters: multiplier=3, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 54; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=4, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 58; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=4, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 62; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=4, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 246; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=4, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 250; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=4, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 254; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=4, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 255; Equity: 50,529.09; Profit / Loss: 586.00; Balance: 50,529.09; Total Trades: 28; Profit Factor: 2.12; Parameters: multiplier=5, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 306; Equity: 50,524.16; Profit / Loss: 595.00; Balance: 50,524.16; Total Trades: 28; Profit Factor: 1.75; Parameters: multiplier=4, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=80, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 31; Equity: 50,522.07; Profit / Loss: 579.00; Balance: 50,522.07; Total Trades: 28; Profit Factor: 2.20; Parameters: multiplier=5, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 223; Equity: 50,522.07; Profit / Loss: 579.00; Balance: 50,522.07; Total Trades: 28; Profit Factor: 2.20; Parameters: multiplier=5, zoneShrink=1.2, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 2; Equity: 50,499.18; Profit / Loss: 564.20; Balance: 50,499.18; Total Trades: 25; Profit Factor: 1.85; Parameters: multiplier=4, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 43; Equity: 50,496.10; Profit / Loss: 569.40; Balance: 50,496.10; Total Trades: 29; Profit Factor: 1.69; Parameters: multiplier=5, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 47; Equity: 50,496.10; Profit / Loss: 569.40; Balance: 50,496.10; Total Trades: 29; Profit Factor: 1.69; Parameters: multiplier=5, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 235; Equity: 50,496.10; Profit / Loss: 569.40; Balance: 50,496.10; Total Trades: 29; Profit Factor: 1.69; Parameters: multiplier=5, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 239; Equity: 50,496.10; Profit / Loss: 569.40; Balance: 50,496.10; Total Trades: 29; Profit Factor: 1.69; Parameters: multiplier=5, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 243; Equity: 50,496.10; Profit / Loss: 569.40; Balance: 50,496.10; Total Trades: 29; Profit Factor: 1.69; Parameters: multiplier=5, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 48; Equity: 50,468.29; Profit / Loss: 525.20; Balance: 50,468.29; Total Trades: 21; Profit Factor: 1.80; Parameters: multiplier=6, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 240; Equity: 50,468.29; Profit / Loss: 525.20; Balance: 50,468.29; Total Trades: 21; Profit Factor: 1.80; Parameters: multiplier=6, zoneShrink=0.8, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 34; Equity: 50,464.29; Profit / Loss: 521.20; Balance: 50,464.29; Total Trades: 22; Profit Factor: 1.78; Parameters: multiplier=4, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 35; Equity: 50,464.29; Profit / Loss: 521.20; Balance: 50,464.29; Total Trades: 22; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 39; Equity: 50,464.29; Profit / Loss: 521.20; Balance: 50,464.29; Total Trades: 22; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 226; Equity: 50,464.29; Profit / Loss: 521.20; Balance: 50,464.29; Total Trades: 22; Profit Factor: 1.78; Parameters: multiplier=4, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 227; Equity: 50,464.29; Profit / Loss: 521.20; Balance: 50,464.29; Total Trades: 22; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 231; Equity: 50,464.29; Profit / Loss: 521.20; Balance: 50,464.29; Total Trades: 22; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 52; Equity: 50,462.02; Profit / Loss: 539.40; Balance: 50,462.02; Total Trades: 29; Profit Factor: 1.62; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 56; Equity: 50,462.02; Profit / Loss: 539.40; Balance: 50,462.02; Total Trades: 29; Profit Factor: 1.62; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 244; Equity: 50,462.02; Profit / Loss: 539.40; Balance: 50,462.02; Total Trades: 29; Profit Factor: 1.62; Parameters: multiplier=6, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 248; Equity: 50,462.02; Profit / Loss: 539.40; Balance: 50,462.02; Total Trades: 29; Profit Factor: 1.62; Parameters: multiplier=6, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 252; Equity: 50,462.02; Profit / Loss: 539.40; Balance: 50,462.02; Total Trades: 29; Profit Factor: 1.62; Parameters: multiplier=6, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 38; Equity: 50,458.02; Profit / Loss: 535.40; Balance: 50,458.02; Total Trades: 29; Profit Factor: 1.61; Parameters: multiplier=4, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 225; Equity: 50,458.02; Profit / Loss: 535.40; Balance: 50,458.02; Total Trades: 30; Profit Factor: 1.61; Parameters: multiplier=3, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 230; Equity: 50,458.02; Profit / Loss: 535.40; Balance: 50,458.02; Total Trades: 30; Profit Factor: 1.61; Parameters: multiplier=4, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 234; Equity: 50,458.02; Profit / Loss: 535.40; Balance: 50,458.02; Total Trades: 30; Profit Factor: 1.61; Parameters: multiplier=4, zoneShrink=0.7, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 51; Equity: 50,450.99; Profit / Loss: 520.20; Balance: 50,450.99; Total Trades: 29; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=0.9, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 55; Equity: 50,450.99; Profit / Loss: 520.20; Balance: 50,450.99; Total Trades: 29; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 59; Equity: 50,450.99; Profit / Loss: 520.20; Balance: 50,450.99; Total Trades: 29; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 247; Equity: 50,450.99; Profit / Loss: 520.20; Balance: 50,450.99; Total Trades: 29; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 251; Equity: 50,450.99; Profit / Loss: 520.20; Balance: 50,450.99; Total Trades: 29; Profit Factor: 1.78; Parameters: multiplier=5, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=60, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 21; Equity: 50,432.18; Profit / Loss: 517.20; Balance: 50,432.18; Total Trades: 35; Profit Factor: 1.57; Parameters: multiplier=3, zoneShrink=1.0, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 25; Equity: 50,432.18; Profit / Loss: 517.20; Balance: 50,432.18; Total Trades: 35; Profit Factor: 1.57; Parameters: multiplier=3, zoneShrink=1.1, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 3; Equity: 50,426.28; Profit / Loss: 483.20; Balance: 50,426.28; Total Trades: 22; Profit Factor: 1.81; Parameters: multiplier=5, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 7; Equity: 50,426.28; Profit / Loss: 483.20; Balance: 50,426.28; Total Trades: 22; Profit Factor: 1.81; Parameters: multiplier=5, zoneShrink=0.6, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=3, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 194; Equity: 50,426.28; Profit / Loss: 483.20; Balance: 50,426.28; Total Trades: 23; Profit Factor: 1.81; Parameters: multiplier=4, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
Pass #: 195; Equity: 50,426.28; Profit / Loss: 483.20; Balance: 50,426.28; Total Trades: 22; Profit Factor: 1.81; Parameters: multiplier=5, zoneShrink=0.5, myInstrument=EUR/USD, myOfferSide=Bid, bellyBars=50, maxAllowedSize=10, minCandlesToWait=3, adjacents=3, turningPoints=4, myPeriod=30 Mins, candlesToWait=14, slMultiplier=0.5, numberOfBars=200, tpMultiplier=1.0
